Grau;Área;Emitir;Código;Descrição
4;Linguagem;Aquisição e uso do vocabulário;L.4.6;"Adquirir e usar com precisão palavras e frases acadêmicas gerais e específicas da área, adequadas ao nível de escolaridade, incluindo aquelas que indicam ações, emoções ou estados de ser precisos (por exemplo, questionou, reclamou, gaguejou) e que são fundamentais para um tópico específico (por exemplo, vida selvagem, conservação e em perigo de extinção ao discutir a preservação animal). Consulte o Padrão 4 de Leitura de Literatura do 4º ano e o Padrão 4 de Leitura Informativa do 4º ano sobre a aplicação do conhecimento de vocabulário à leitura; consulte o Padrão 5 de Escrita do 4º ano e o Padrão 4 de Expressão Oral e Escuta do 4º ano sobre o aprimoramento da escrita e das apresentações por meio da aplicação do conhecimento de vocabulário."
5;Ler literatura;Ideias e detalhes principais;RL.5.1;Citar ou parafrasear um texto com precisão, explicando o que ele diz explicitamente e fazendo inferências a partir do texto. (Consulte o Padrão de Escrita 8 do 5º ano para obter mais informações sobre paráfrase.)
5;Ler literatura;Ideias e detalhes principais;RL.5.2;"Determine o tema de uma história, peça teatral ou poema a partir de detalhes no texto, incluindo como os personagens em uma história ou peça teatral reagem aos desafios ou como o narrador em um poema reflete sobre um tema; resuma o texto."
5;Ler literatura;Ideias e detalhes principais;RL.5.3;Compare e contraste dois ou mais personagens, cenários ou eventos em uma história ou peça teatral, com base em detalhes específicos do texto (por exemplo, como os personagens interagem).
5;Ler literatura;Artesanato e estrutura;RL.5.4;"Determinar o significado de palavras e frases conforme usadas em um texto; identificar e explicar os efeitos da linguagem figurada, como metáforas e comparações. (Consulte os Padrões de Linguagem 4 a 6 da 5ª série para aplicação do vocabulário à leitura.)"
5;Ler literatura;Artesanato e estrutura;RL.5.5;Explique como uma série de capítulos, cenas ou estrofes se combinam para fornecer a estrutura geral de uma determinada história, peça teatral ou poema.
5;Ler literatura;Artesanato e estrutura;RL.5.6;Descreva como o ponto de vista do narrador ou orador influencia a forma como os eventos são descritos em uma história, mito, poema ou peça teatral.
5;Ler literatura;Integração de conhecimento e ideias;RL.5.7;Analise como os elementos visuais e multimídia contribuem para o significado, o tom ou a beleza de um texto (por exemplo, romance gráfico, apresentação de ficção multimídia, conto popular, mito, poema).
5;Ler literatura;Integração de conhecimento e ideias;RL.5.8;(Não aplicável. Para expectativas em relação às mensagens ou lições principais das histórias, consulte o Padrão de Leitura Literária 2.)
5;Ler literatura;Integração de conhecimento e ideias;RL.5.9;Compare e contraste histórias do mesmo gênero (por exemplo, histórias de mistério ou aventura) em suas abordagens a temas e tópicos semelhantes.
5;Ler literatura;Alcance de leitura e complexidade do texto;RL.5.10;Ler e compreender, de forma independente e competente, textos literários que representem uma variedade de gêneros, culturas e perspectivas e que apresentem complexidade, pelo menos até o quinto ano do ensino fundamental. Consultar as informações sobre as dimensões qualitativas e quantitativas da complexidade textual.
5;Leitura de um texto informativo;Ideias e detalhes principais;RI.5.1;Citar ou parafrasear um texto com precisão, explicando explicitamente o que ele diz e fazendo inferências a partir do texto. (Consulte o Padrão de Escrita 8 do 5º ano para obter mais informações sobre paráfrase.)
5;Leitura de um texto informativo;Ideias e detalhes principais;RI.5.2;"Identificar uma ou mais ideias principais em um texto e explicar como elas são sustentadas por detalhes essenciais; resumir um texto."
5;Leitura de um texto informativo;Ideias e detalhes principais;RI.5.3;Explique as relações ou interações entre duas ou mais pessoas, eventos, ideias ou conceitos em um texto histórico, científico, matemático ou técnico, com base em informações específicas do texto.
5;Leitura de um texto informativo;Artesanato e estrutura;RI.5.4;Determine o significado de palavras e frases acadêmicas gerais e específicas de um domínio em um texto relevante para um tópico ou área de assunto do 5º ano. (Consulte os Padrões de Linguagem do 5º ano 4-6 em relação à aplicação do vocabulário à leitura.)
5;Leitura de um texto informativo;Artesanato e estrutura;RI.5.5;Descreva como um autor utiliza uma ou mais estruturas (por exemplo, cronologia, comparação, causa/efeito, problema/solução) de eventos para apresentar informações em um texto.
5;Leitura de um texto informativo;Artesanato e estrutura;RI.5.6;Analise vários relatos do mesmo evento ou tópico, observando semelhanças e diferenças importantes nos pontos de vista que representam.
5;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.5.7;Utilizar informações de múltiplas fontes impressas ou digitais, demonstrando a capacidade de encontrar rapidamente a resposta para uma pergunta ou resolver um problema de forma eficiente.
5;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.5.8;Explique como um autor utiliza razões e evidências para sustentar pontos específicos em um texto, identificando quais razões e evidências sustentam quais pontos.
5;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.5.9;Integrar informações de diversos textos sobre o mesmo tema para poder escrever ou falar com conhecimento de causa sobre o assunto.
5;Leitura de um texto informativo;Alcance de leitura e complexidade do texto;RI.5.10;Ler e compreender de forma independente e competente textos informativos, incluindo textos de história/estudos sociais, ciências, matemática e textos técnicos que apresentem um nível de complexidade apropriado para, pelo menos, o quinto ano do ensino fundamental. (Veja mais informações sobre as dimensões qualitativas e quantitativas da complexidade textual.)
5;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.5.3;Conhecer e aplicar habilidades de fonética e análise de palavras adequadas ao nível escolar para decodificar palavras.
5;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.5.3.a;Utilize o conhecimento combinado de todas as correspondências entre letras e sons, padrões de silabificação e morfologia (por exemplo, raízes e afixos) para ler com precisão palavras multissilábicas desconhecidas, dentro e fora de contexto.
5;Habilidades fundamentais de leitura;Fluência;RF.5.4;Leia com precisão e fluência suficientes para facilitar a compreensão.
5;Habilidades fundamentais de leitura;Fluência;RF.5.4.a;Leia textos adequados ao seu nível de escolaridade com propósito e compreensão.
5;Habilidades fundamentais de leitura;Fluência;RF.5.4.b;Ler prosa e poesia adequadas ao nível de escolaridade em voz alta, com precisão, ritmo apropriado e expressividade, em leituras sucessivas.
5;Habilidades fundamentais de leitura;Fluência;RF.5.4.c;Utilize o contexto para confirmar ou autocorrigir o reconhecimento e a compreensão das palavras, relendo conforme necessário.
5;Escrita;Tipos e finalidades dos textos;W.5.1;Escreva artigos de opinião sobre temas ou textos, defendendo um ponto de vista com argumentos e informações.
5;Escrita;Tipos e finalidades dos textos;W.5.1.a;Apresente um tópico ou texto de forma clara, expresse uma opinião e crie uma estrutura organizacional na qual as ideias sejam agrupadas logicamente em parágrafos e seções para sustentar o propósito do autor.
5;Escrita;Tipos e finalidades dos textos;W.5.1.b;Apresente razões logicamente ordenadas, apoiadas por fatos e detalhes.
5;Escrita;Tipos e finalidades dos textos;W.5.1.c;Conecte a opinião e os motivos usando palavras, frases e orações (por exemplo, consequentemente, especificamente).
5;Escrita;Tipos e finalidades dos textos;W.5.1.d;Apresente uma declaração final ou uma seção relacionada à opinião apresentada.
5;Escrita;Tipos e finalidades dos textos;W.5.2;Escreva textos informativos/explicativos para examinar um tópico e transmitir ideias e informações com clareza.
5;Escrita;Tipos e finalidades dos textos;W.5.2.a;"Apresente o tópico de forma clara, forneça uma observação geral e um foco, e agrupe as informações relacionadas logicamente em parágrafos e seções; inclua recursos textuais (por exemplo, títulos), ilustrações e multimídia quando forem úteis para auxiliar na compreensão."
5;Escrita;Tipos e finalidades dos textos;W.5.2.b;Desenvolva o tema com fatos, definições, detalhes concretos, citações ou outras informações e exemplos relacionados ao assunto.
5;Escrita;Tipos e finalidades dos textos;W.5.2.c;Conecte ideias dentro e entre categorias de informação usando palavras, frases e orações (por exemplo, em contraste, especialmente).
5;Escrita;Tipos e finalidades dos textos;W.5.2.d;Utilize linguagem precisa e vocabulário específico da área para informar ou explicar o tópico.
5;Escrita;Tipos e finalidades dos textos;W.5.2.e;Apresente uma declaração ou seção final relacionada às informações ou explicações apresentadas.
5;Escrita;Tipos e finalidades dos textos;W.5.3;Escreva narrativas em prosa ou poesia para desenvolver experiências ou eventos, utilizando técnicas literárias eficazes, detalhes descritivos e sequências claras.
5;Escrita;Tipos e finalidades dos textos;W.5.3.a;"Guie o leitor estabelecendo uma situação e apresentando um orador, narrador e/ou personagens; organize uma sequência narrativa apropriada."
5;Escrita;Tipos e finalidades dos textos;W.5.3.b;Utilize técnicas narrativas, como diálogo, descrição e ritmo, para desenvolver experiências e eventos ou para mostrar reações a situações.
5;Escrita;Tipos e finalidades dos textos;W.5.3.c;Utilize uma variedade de palavras, frases e orações de transição para organizar a sequência.
5;Escrita;Tipos e finalidades dos textos;W.5.3.d;Utilize palavras e frases específicas, bem como detalhes sensoriais, para transmitir experiências ou eventos com precisão.
5;Escrita;Tipos e finalidades dos textos;W.5.3.e;Para proporcionar uma sensação de conclusão adequada às experiências ou eventos narrados.
5;Escrita;Tipos e finalidades dos textos;W.5.3.f;Para narrativas em prosa, inspire-se nas características de gêneros tradicionais ou modernos (por exemplo, contos de fadas, mitos, mistérios, fantasia, ficção histórica) de diversas culturas como modelos de escrita. (Consulte o Padrão 9 de Leitura de Literatura do 5º ano.)
5;Escrita;Tipos e finalidades dos textos;W.5.3.g;Para os poemas, inspire-se em características de formas poéticas tradicionais (por exemplo, baladas, dísticos) ou em versos livres modernos de diversas culturas como modelos de escrita.
5;Escrita;Produção e distribuição de obras escritas;W.5.4;Produza textos claros e coerentes, cujo desenvolvimento e organização sejam adequados à tarefa, ao propósito e ao público-alvo. (As expectativas específicas para cada nível de escolaridade em relação aos tipos de escrita estão definidas nos Padrões de Escrita 1 a 3.)
5;Escrita;Produção e distribuição de obras escritas;W.5.5;Desenvolva e aprimore a escrita conforme necessário, por meio de planejamento, revisão, edição, reescrita ou experimentação de uma nova abordagem.
5;Escrita;Produção e distribuição de obras escritas;W.5.5.a;Demonstrar domínio das convenções padrão da língua inglesa (conforme descrito nos Padrões de Linguagem 1 a 3 até o 5º ano, inclusive).
5;Escrita;Produção e distribuição de obras escritas;W.5.5.b;Demonstrar a capacidade de usar adequadamente o vocabulário acadêmico geral e específico da área (conforme descrito nos Padrões de Linguagem 4 a 6 até o 5º ano, inclusive).
5;Escrita;Produção e distribuição de obras escritas;W.5.6;"Utilizar a tecnologia, incluindo as plataformas de comunicação online atuais, para produzir e publicar textos, bem como para interagir e colaborar com outras pessoas; demonstrar domínio suficiente das habilidades de digitação para digitar no mínimo duas páginas em uma única sessão."
