"dia","grado","asignatura","area","codigo","descricao"
160,"3º","Bíblia","Discernimento Espiritual","3.SD.2.c","Posso diferenciar entre coisas úteis e prejudiciais que entram em minha mente."
161,"3º","Bíblia","Discernimento Espiritual","3.SD.2.c","Posso diferenciar entre coisas úteis e prejudiciais que entram em minha mente."
162,"3º","Bíblia","Cosmovisão Bíblica","3.BW.3.a","Posso usar as Escrituras para mostrar que Jesus é a Palavra de Deus."
163,"3º","Bíblia","Cosmovisão Bíblica","3.BW.3.a","Posso usar as Escrituras para mostrar que Jesus é a Palavra de Deus."
164,"3º","Bíblia","Aplicação à Vida e Serviço","3.LAS.4.a","Posso identificar aqueles que Deus colocou em autoridade sobre mim e nomear maneiras de obedecê-los."
165,"3º","Bíblia","Aplicação à Vida e Serviço","3.LAS.4.a","Posso identificar aqueles que Deus colocou em autoridade sobre mim e nomear maneiras de obedecê-los."
166,"3º","Bíblia","Aplicação à Vida e Serviço","3.LAS.4.b","Posso explicar por que devo perdoar os outros."
167,"3º","Bíblia","Aplicação à Vida e Serviço","3.LAS.4.b","Posso explicar por que devo perdoar os outros."
168,"3º","Bíblia","Aplicação à Vida e Serviço","3.LAS.4.c","Posso dar exemplos de como assumir a responsabilidade por minhas ações."
169,"3º","Bíblia","Aplicação à Vida e Serviço","3.LAS.4.c","Posso dar exemplos de como assumir a responsabilidade por minhas ações."
170,"3º","Bíblia","Aplicação à Vida e Serviço","3.LAS.4.d","Posso explicar por que devo mostrar compaixão por pessoas pobres ou necessitadas."
171,"3º","Bíblia","Aplicação à Vida e Serviço","3.LAS.4.d","Posso explicar por que devo mostrar compaixão por pessoas pobres ou necessitadas."
172,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.a","Posso recordar eventos principais na vida de Cristo, como Seu nascimento, batismo, tentações, escolha dos discípulos, morte, ressurreição e ascensão."
173,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.a","Posso recordar eventos principais na vida de Cristo, como Seu nascimento, batismo, tentações, escolha dos discípulos, morte, ressurreição e ascensão."
174,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.b","Posso identificar o significado de várias parábolas que Jesus contou."
175,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.b","Posso identificar o significado de várias parábolas que Jesus contou."
176,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.c","Posso identificar vários milagres que Jesus realizou."
177,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.c","Posso identificar vários milagres que Jesus realizou."
178,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.d.i","Posso localizar em um mapa os lugares da vida de Jesus (ex. Belém, Egito, Nazaré, Jerusalém, rio Jordão, mar da Galileia, Betânia)."
179,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.d.i","Posso localizar em um mapa os lugares da vida de Jesus (ex. Belém, Egito, Nazaré, Jerusalém, rio Jordão, mar da Galileia, Betânia)."
180,"3º","Bíblia","Alfabetização Bíblica","3.BL.1.d.ii","Posso localizar em um mapa as cidades nas viagens de Paulo."
1,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.a","Posso explicar a queda do homem e sua necessidade de salvação."
2,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.a","Posso explicar a queda do homem e sua necessidade de salvação."
3,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.b","Posso identificar as três Pessoas da Trindade e descrever seus papéis."
4,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.b","Posso identificar as três Pessoas da Trindade e descrever seus papéis."
5,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.c","Posso descrever como uma pessoa pode ser salva."
6,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.c","Posso descrever como uma pessoa pode ser salva."
7,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.d","Posso articular maneiras pelas quais uma pessoa desenvolve sua vida cristã (devoções, oração, comunhão na igreja, testemunho, apego à verdade)."
8,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.d","Posso articular maneiras pelas quais uma pessoa desenvolve sua vida cristã (devoções, oração, comunhão na igreja, testemunho, apego à verdade)."
9,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.e","Posso memorizar os versículos bíblicos principais (Miqueias 6:8, Mateus 28:18-20, João 14:6-7, Efésios 2:8-9) e explicar como se aplicam à minha vida."
10,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.e","Posso memorizar os versículos bíblicos principais (Miqueias 6:8, Mateus 28:18-20, João 14:6-7, Efésios 2:8-9) e explicar como se aplicam à minha vida."
11,"4º","Bíblia","Discernimento Espiritual","4.SD.2.a","Posso explicar maneiras pelas quais o Espírito Santo age na vida de um cristão para guiá-lo em todas as circunstâncias."
12,"4º","Bíblia","Discernimento Espiritual","4.SD.2.a","Posso explicar maneiras pelas quais o Espírito Santo age na vida de um cristão para guiá-lo em todas as circunstâncias."
13,"4º","Bíblia","Discernimento Espiritual","4.SD.2.b","Posso listar os atributos de Deus pelos quais Ele é digno do nosso louvor."
14,"4º","Bíblia","Discernimento Espiritual","4.SD.2.b","Posso listar os atributos de Deus pelos quais Ele é digno do nosso louvor."
15,"4º","Bíblia","Discernimento Espiritual","4.SD.2.c","Posso avaliar meu valor com base no fato de que Deus me criou à Sua imagem."
16,"4º","Bíblia","Discernimento Espiritual","4.SD.2.c","Posso avaliar meu valor com base no fato de que Deus me criou à Sua imagem."
17,"4º","Bíblia","Discernimento Espiritual","4.SD.2.d","Posso descrever maneiras de resistir à tentação e aos enganos de Satanás."
18,"4º","Bíblia","Discernimento Espiritual","4.SD.2.d","Posso descrever maneiras de resistir à tentação e aos enganos de Satanás."
19,"4º","Bíblia","Cosmovisão Bíblica","4.BW.3.a","Posso explicar que a Bíblia é a Palavra verdadeira, inspirada e eterna de Deus."
20,"4º","Bíblia","Cosmovisão Bíblica","4.BW.3.a","Posso explicar que a Bíblia é a Palavra verdadeira, inspirada e eterna de Deus."
21,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.a","Posso explicar que Deus coloca pessoas em autoridade sobre mim como parte do Seu plano para mim."
22,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.a","Posso explicar que Deus coloca pessoas em autoridade sobre mim como parte do Seu plano para mim."
23,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.b","Posso explicar minha necessidade de perdão de Deus e dos outros."
24,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.b","Posso explicar minha necessidade de perdão de Deus e dos outros."
25,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.c","Posso diferenciar entre ser honesto sobre meus comportamentos e escolhas e dar desculpas (racionalizar)."
26,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.c","Posso diferenciar entre ser honesto sobre meus comportamentos e escolhas e dar desculpas (racionalizar)."
27,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.d","Posso explicar que os atos de serviço, especialmente aos pobres e necessitados, são uma parte importante do desenvolvimento da minha vida cristã."
28,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.d","Posso explicar que os atos de serviço, especialmente aos pobres e necessitados, são uma parte importante do desenvolvimento da minha vida cristã."
29,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.a","Posso explicar a queda do homem e sua necessidade de salvação."
30,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.a","Posso explicar a queda do homem e sua necessidade de salvação."
31,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.b","Posso identificar as três Pessoas da Trindade e descrever seus papéis."
32,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.b","Posso identificar as três Pessoas da Trindade e descrever seus papéis."
33,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.c","Posso descrever como uma pessoa pode ser salva."
34,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.c","Posso descrever como uma pessoa pode ser salva."
35,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.d","Posso articular maneiras pelas quais uma pessoa desenvolve sua vida cristã (devoções, oração, comunhão na igreja, testemunho, apego à verdade)."
36,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.d","Posso articular maneiras pelas quais uma pessoa desenvolve sua vida cristã (devoções, oração, comunhão na igreja, testemunho, apego à verdade)."
37,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.e","Posso memorizar os versículos bíblicos principais (Miqueias 6:8, Mateus 28:18-20, João 14:6-7, Efésios 2:8-9) e explicar como se aplicam à minha vida."
38,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.e","Posso memorizar os versículos bíblicos principais (Miqueias 6:8, Mateus 28:18-20, João 14:6-7, Efésios 2:8-9) e explicar como se aplicam à minha vida."
39,"4º","Bíblia","Discernimento Espiritual","4.SD.2.a","Posso explicar maneiras pelas quais o Espírito Santo age na vida de um cristão para guiá-lo em todas as circunstâncias."
40,"4º","Bíblia","Discernimento Espiritual","4.SD.2.a","Posso explicar maneiras pelas quais o Espírito Santo age na vida de um cristão para guiá-lo em todas as circunstâncias."
41,"4º","Bíblia","Discernimento Espiritual","4.SD.2.b","Posso listar os atributos de Deus pelos quais Ele é digno do nosso louvor."
42,"4º","Bíblia","Discernimento Espiritual","4.SD.2.b","Posso listar os atributos de Deus pelos quais Ele é digno do nosso louvor."
43,"4º","Bíblia","Discernimento Espiritual","4.SD.2.c","Posso avaliar meu valor com base no fato de que Deus me criou à Sua imagem."
44,"4º","Bíblia","Discernimento Espiritual","4.SD.2.c","Posso avaliar meu valor com base no fato de que Deus me criou à Sua imagem."
45,"4º","Bíblia","Discernimento Espiritual","4.SD.2.d","Posso descrever maneiras de resistir à tentação e aos enganos de Satanás."
46,"4º","Bíblia","Discernimento Espiritual","4.SD.2.d","Posso descrever maneiras de resistir à tentação e aos enganos de Satanás."
47,"4º","Bíblia","Cosmovisão Bíblica","4.BW.3.a","Posso explicar que a Bíblia é a Palavra verdadeira, inspirada e eterna de Deus."
48,"4º","Bíblia","Cosmovisão Bíblica","4.BW.3.a","Posso explicar que a Bíblia é a Palavra verdadeira, inspirada e eterna de Deus."
49,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.a","Posso explicar que Deus coloca pessoas em autoridade sobre mim como parte do Seu plano para mim."
50,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.a","Posso explicar que Deus coloca pessoas em autoridade sobre mim como parte do Seu plano para mim."
51,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.b","Posso explicar minha necessidade de perdão de Deus e dos outros."
52,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.b","Posso explicar minha necessidade de perdão de Deus e dos outros."
53,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.c","Posso diferenciar entre ser honesto sobre meus comportamentos e escolhas e dar desculpas (racionalizar)."
54,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.c","Posso diferenciar entre ser honesto sobre meus comportamentos e escolhas e dar desculpas (racionalizar)."
55,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.d","Posso explicar que os atos de serviço, especialmente aos pobres e necessitados, são uma parte importante do desenvolvimento da minha vida cristã."
56,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.d","Posso explicar que os atos de serviço, especialmente aos pobres e necessitados, são uma parte importante do desenvolvimento da minha vida cristã."
57,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.a","Posso explicar a queda do homem e sua necessidade de salvação."
58,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.a","Posso explicar a queda do homem e sua necessidade de salvação."
59,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.b","Posso identificar as três Pessoas da Trindade e descrever seus papéis."
60,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.b","Posso identificar as três Pessoas da Trindade e descrever seus papéis."
61,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.c","Posso descrever como uma pessoa pode ser salva."
62,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.c","Posso descrever como uma pessoa pode ser salva."
63,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.d","Posso articular maneiras pelas quais uma pessoa desenvolve sua vida cristã (devoções, oração, comunhão na igreja, testemunho, apego à verdade)."
64,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.d","Posso articular maneiras pelas quais uma pessoa desenvolve sua vida cristã (devoções, oração, comunhão na igreja, testemunho, apego à verdade)."
65,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.e","Posso memorizar os versículos bíblicos principais (Miqueias 6:8, Mateus 28:18-20, João 14:6-7, Efésios 2:8-9) e explicar como se aplicam à minha vida."
66,"4º","Bíblia","Alfabetização Bíblica","4.BL.1.e","Posso memorizar os versículos bíblicos principais (Miqueias 6:8, Mateus 28:18-20, João 14:6-7, Efésios 2:8-9) e explicar como se aplicam à minha vida."
67,"4º","Bíblia","Discernimento Espiritual","4.SD.2.a","Posso explicar maneiras pelas quais o Espírito Santo age na vida de um cristão para guiá-lo em todas as circunstâncias."
68,"4º","Bíblia","Discernimento Espiritual","4.SD.2.a","Posso explicar maneiras pelas quais o Espírito Santo age na vida de um cristão para guiá-lo em todas as circunstâncias."
69,"4º","Bíblia","Discernimento Espiritual","4.SD.2.b","Posso listar os atributos de Deus pelos quais Ele é digno do nosso louvor."
70,"4º","Bíblia","Discernimento Espiritual","4.SD.2.b","Posso listar os atributos de Deus pelos quais Ele é digno do nosso louvor."
71,"4º","Bíblia","Discernimento Espiritual","4.SD.2.c","Posso avaliar meu valor com base no fato de que Deus me criou à Sua imagem."
72,"4º","Bíblia","Discernimento Espiritual","4.SD.2.c","Posso avaliar meu valor com base no fato de que Deus me criou à Sua imagem."
73,"4º","Bíblia","Discernimento Espiritual","4.SD.2.d","Posso descrever maneiras de resistir à tentação e aos enganos de Satanás."
74,"4º","Bíblia","Discernimento Espiritual","4.SD.2.d","Posso descrever maneiras de resistir à tentação e aos enganos de Satanás."
75,"4º","Bíblia","Cosmovisão Bíblica","4.BW.3.a","Posso explicar que a Bíblia é a Palavra verdadeira, inspirada e eterna de Deus."
76,"4º","Bíblia","Cosmovisão Bíblica","4.BW.3.a","Posso explicar que a Bíblia é a Palavra verdadeira, inspirada e eterna de Deus."
77,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.a","Posso explicar que Deus coloca pessoas em autoridade sobre mim como parte do Seu plano para mim."
78,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.a","Posso explicar que Deus coloca pessoas em autoridade sobre mim como parte do Seu plano para mim."
79,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.b","Posso explicar minha necessidade de perdão de Deus e dos outros."
80,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.b","Posso explicar minha necessidade de perdão de Deus e dos outros."
81,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.c","Posso diferenciar entre ser honesto sobre meus comportamentos e escolhas e dar desculpas (racionalizar)."
82,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.c","Posso diferenciar entre ser honesto sobre meus comportamentos e escolhas e dar desculpas (racionalizar)."
83,"4º","Bíblia","Aplicação à Vida e Serviço","4.LAS.4.d","Posso explicar que os atos de serviço, especialmente aos pobres e necessitados, são uma parte importante do desenvolvimento da minha vida cristã."
